Bedrooms,Bathrooms,Floor_num,Floor_area,Price
2,2,2,980,4500000
3,3,2,1370,7800000
3,3,2,1420,10500000
4,4,8,2456,22104000
4,4,8,2500,22500000
3,3,3,1599,15990000
8,6,3,2100,5460000
3,3,1,1348,11200000
4,4,3,2225,23500000
3,4,7,2255,22000000
3,3,5,1200,5400000
3,3,6,1200,5400000
3,2,2,1100,4950000
3,3,2,1445,6936000
3,3,4,1200,5000000
3,2,8,1150,6325000
3,2,3,1150,6325000
3,3,1,1050,3750000
3,2,1,1200,5500000
4,3,1,1650,10000000
,,,89,3000000
3,3,6,1850,9800000
3,3,2,1420,8200000
2,2,4,850,3300000
3,3,7,1475,15550000
3,3,4,1375,14550000
3,2,1,1050,4410000
2,2,2,905,4072500
2,2,2,850,3825000
2,2,2,600,2880000
3,3,1,1422,9811800
3,2,6,1200,6050000
3,3,3,1470,7800000
3,3,8,1396,9674000
3,3,5,1100,6200000
,,2,1700,11600000
3,3,9,1625,11000000
2,2,2,900,6500000
3,3,5,1465,8600000
3,3,2,1600,12000000
3,3,4,1180,6490000
3,3,6,1215,7500000
2,2,6,800,4000000
2,2,5,785,8250000
3,3,8,1800,16000000
3,3,5,1700,18500000
3,3,3,1125,9500000
3,2,6,1200,11500000
2,2,1,1000,7500000
3,2,1,1150,9000000
2,2,3,800,4000000
3,2,1,1000,6000000
3,2,6,1030,6000000
3,3,9,1250,6700000
3,3,7,1105,7500000
3,3,2,2374,26500000
2,2,1,970,4000000
3,3,6,1239,11000000
2,2,5,1040,6200000
3,3,1,1350,8500000
3,3,1,1660,10500000
4,4,1,1497,9500000
,,,3600,55000000
3,3,3,1360,13900000
3,3,1,1360,8000000
4,5,2,2220,24000000
3,3,9,1100,6500000
2,2,7,930,5500000
3,4,6,2250,21500000
3,3,1,1238,11000000
3,3,3,1700,15000000
3,3,7,1120,6000000
3,3,1,1150,6000000
3,3,6,1200,6000000
3,4,5,1635,9000000
3,3,4,1445,13000000
3,3,9,1350,6500000
3,2,4,1115,5800000
,,,3132,27000000
2,2,4,1000,6000000
3,3,1,1550,12000000
3,2,9,975,4000000
4,4,8,2440,25400000
3,3,5,2700,67500000
3,3,5,2700,67500000
3,3,8,1250,7500000
3,3,8,1600,14400000
3,3,3,1600,19200000
3,3,7,1550,11500000
4,4,4,2187,39366000
3,3,7,1500,12000000
7,8,1,15120,85000000
3,3,4,1227,5800000
3,3,6,1150,6000000
2,1,4,600,2000000
3,2,3,1050,4500000
,,1,550,8000000
3,3,1,1300,6500000
3,3,5,2150,23500000
3,3,4,1335,6007500
3,3,5,1186,5337000
2,2,7,895,5500000
2,2,3,765,5207500
2,2,2,750,4000000
2,2,2,750,4000000
3,3,4,930,3900000
3,3,7,1542,8500000
2,2,5,650,2400000
3,3,8,1250,6250000
3,2,4,1250,6250000
3,3,3,1600,9500000
3,3,3,1275,5737500
2,2,6,875,4000000
,,6,3200,20000000
3,3,4,1300,6500000
3,3,7,1300,6500000
3,3,1,1180,7500000
2,2,8,956,5800000
3,2,3,1250,7500000
3,2,1,900,4320000
3,2,2,925,4440000
3,2,3,900,4320000
4,4,9,1800,9000000
3,2,3,1225,5512500
3,2,4,1100,4620000
3,2,6,1100,5800000
2,2,2,1300,6500000
3,2,6,800,5300000
2,2,5,830,4700000
,,6,4025,50000000
3,3,4,1200,7500000
3,3,6,1465,8000000
3,2,2,1050,6000000
3,3,1,1260,7000000
3,3,8,1275,7200000
2,2,2,855,4275000
,,9,2154,32310000
,,8,2154,32310000
3,3,2,1513,13500000
3,4,5,2000,20000000
3,3,,1175,9987500
3,3,3,1100,9000000
3,4,1,1637,12000000
3,3,5,1425,11500000
3,3,2,1500,12000000
2,2,3,612,2900000
2,2,1,650,4000000
3,3,4,1220,9500000
2,2,4,1020,5000000
3,3,2,1310,9825000
3,3,2,1310,12000000
2,2,4,650,2800000
4,5,5,2900,35000000
2,2,7,600,3250000
3,3,7,1125,5925000
3,4,4,2230,21200000
2,2,1,1150,8700000
3,2,3,1175,7000000
3,3,6,1040,6500000
3,3,6,2060,18540000
3,3,1,1425,19950000
3,3,7,1280,7680000
4,4,1,2650,21000000
3,3,1,1218,11000000
3,3,5,1475,15000000
3,3,5,1500,7300000
3,3,6,1275,10600000
2,2,5,1050,4800000
2,2,5,850,5500000
3,4,2,1440,7300000
2,3,5,948,7000000
3,3,9,1920,10500000
2,2,2,900,4800000
2,2,5,887,3000000
3,2,1,1245,6800000
3,2,2,1180,6500000
3,3,7,1250,8200000
3,3,3,1300,8500000
,,2,307,9210000
,,2,307,9210000
,,1,1000,35000000
3,2,8,1000,6000000
3,3,2,1265,8800000
3,3,5,1450,7000000
3,3,6,1650,13200000
3,3,2,1180,7000000
3,4,2,1650,14000000
3,3,8,1240,8700000
3,3,1,1504,7100000
2,2,5,750,4000000
2,2,7,750,3500000
,,,1980,18000000
3,5,2,1585,14000000
3,3,8,1485,13200000
3,3,5,1545,14000000
3,3,6,1050,8200000
16,10,,5600,32500000
4,4,4,1650,9500000
4,4,1,2250,21800000
,,1,3000,120000000
,,,2160,34800000
3,3,5,1350,8000000
3,3,6,1133,5200000
3,3,7,980,5500000
3,3,11,1610,13000000
3,3,3,1200,10000000
3,3,9,1120,5040000
3,3,6,1250,8625000
3,3,7,1250,8625000
,,,1050,19400000
3,2,7,1100,6500000
4,4,1,2350,19500000
2,2,5,650,3500000
2,2,5,650,3500000
3,4,5,1517,11500000
4,5,12,2200,23000000
2,2,6,700,3800000
13,10,,9900,37000000
3,3,5,1722,18200000
3,3,9,1250,7500000
3,3,4,1150,7975000
2,2,4,900,4600000
3,3,7,1050,6000000
3,3,3,1200,5000000
3,3,1,1400,12500000
3,3,5,1200,6000000
4,4,7,1740,11300000
3,3,7,1200,7700000
2,2,1,1000,3500000
3,3,9,1770,9000000
3,3,3,1250,6000000
3,3,1,1450,12000000
2,2,8,880,4400000
3,3,4,1375,8400000
3,3,11,1115,6700000
3,2,1,1000,6800000
3,2,1,820,3700000
3,3,2,1250,7000000
3,3,3,1400,7500000
4,4,1,3200,58000000
3,3,4,1150,7000000
3,2,1,1140,6100000
3,3,9,1500,10800000
3,3,4,1332,5791500
3,3,1,1332,7326000
3,2,6,1150,6500000
2,2,5,980,5390000
2,2,5,900,4950000
3,3,5,1250,6000000
3,4,4,1851,13882500
3,4,6,1700,15000000
3,3,7,1050,6300000
3,3,1,1475,15550000
3,3,3,2961,52500000
2,2,5,900,3150000
3,3,1,1459,13500000
3,3,5,1500,12500000
,,,7200,155000000
3,3,6,1350,11600000
,,,2160,21000000
,,,2880,32000000
4,4,4,1560,11200000
2,2,4,850,5000000
3,3,1,1518,12400000
2,2,3,1100,5500000
3,3,5,1250,7200000
2,2,4,850,4000000
3,3,5,1200,5800000
3,2,4,950,5200000
3,3,1,1500,11500000
3,2,5,725,4800000
3,3,5,1350,6575000
3,3,8,1245,5353500
3,3,1,1350,8500000
3,3,6,1375,7000000
2,2,3,860,4500000
3,2,6,1020,6000000
3,2,5,1050,4725000
2,2,1,950,4275000
4,4,1,2450,43000000
4,5,2,2258,28000000
3,4,6,1500,12200000
,,10,3226,30000000
3,2,4,1050,5000000
3,3,5,1872,13500000
3,2,3,935,6610000
2,2,5,750,3500000
3,2,1,963,2503800
2,2,2,951,2472600
3,3,2,1248,3244800
3,3,4,1550,12500000
1,1,3,350,5500000
3,3,8,1600,16000000
3,3,4,1600,16000000
3,3,3,1800,18000000
3,3,3,1439,13000000
3,3,3,1505,11500000
3,4,3,1605,17000000
3,3,5,1537,14500000
3,3,6,1350,9500000
3,3,2,1750,12000000
4,3,7,2000,20000000
,,2,307,9210000
,,2,307,9210000
,,1,1000,35000000
3,2,8,1000,6000000
3,3,2,1265,8800000
3,3,5,1450,7000000
2,2,7,800,3800000
3,3,1,2200,18500000
3,3,2,1350,7400000
2,2,8,840,5000000
,,,3600,42000000
3,3,6,1450,9500000
,,,2160,29000000
3,2,1,1050,5500000
2,2,3,1050,5000000
2,2,5,650,3200000
3,3,3,1618,12500000
,,,3600,34000000
4,4,2,2280,25000000
3,3,6,1450,12000000
3,3,2,1290,6500000
3,3,1,1300,6000000
2,2,8,772,4300000
,,,2160,24500000
3,3,7,1495,7000000
2,2,1,650,3500000
2,2,4,650,3200000
3,3,6,1200,5500000
3,3,5,1200,5500000
3,3,1,1200,5500000
3,3,9,1475,8850000
3,2,1,900,4000000
3,3,4,1260,8000000
3,3,1,1596,10374000
3,3,2,1350,10800000
3,3,2,1657,10500000
2,2,2,980,4500000
3,3,2,1370,7800000
3,3,2,1420,10500000
4,4,8,2456,22104000
4,4,8,2500,22500000
3,3,3,1599,15990000
3,3,2,1450,10150000
4,4,9,1940,13968000
3,3,3,1350,8000000
3,3,4,1322,9000000
4,3,1,1635,10627500
3,3,2,1850,14800000
3,3,1,1245,4500000
3,2,5,1250,4500000
3,2,4,1000,5100000
,,2,1900,23000000
3,3,4,1400,8400000
2,2,1,1265,7500000
5,4,3,2400,18000000
3,3,2,1050,10000000
3,3,3,2100,15750000
3,3,6,2100,15750000
2,2,4,800,3200000
4,4,5,2140,16000000
3,2,3,955,5000000
3,3,8,1285,7788000
3,3,1,2350,50000000
3,3,8,1412,7000000
,,,2160,18000000
2,2,1,1100,9000000
3,2,6,1125,6187500
,,2,241,4500000
3,3,4,1205,6600000
3,3,2,1220,6800000
3,4,3,1800,19000000
3,3,4,900,4050000
3,3,4,1350,7425000
,,5,11003,154000000
2,2,3,780,3120000
3,3,6,1250,9000000
2,2,9,900,4000000
2,2,2,650,2300000
3,4,4,1560,10000000
3,3,4,1133,6231500
,,4,360,3500000
3,3,1,1100,5000000
3,3,6,1390,7665000
3,3,5,1485,8167000
3,3,2,1485,8167000
3,3,2,1080,4320000
,,11,11003,154000000
3,2,5,1050,5500000
3,3,4,1300,5850000
3,3,6,1300,5460000
3,3,6,1150,6000000
2,1,4,600,2000000
3,2,3,1050,4500000
,,1,550,8000000
3,3,1,1300,6500000
3,3,5,2150,23500000
3,3,4,1335,6007500
3,3,5,1186,5337000
2,2,7,895,5500000
2,2,3,765,5207500
2,2,2,750,4000000
2,2,2,750,4000000
3,3,4,930,3900000
3,3,7,1542,8500000
2,2,5,650,2400000
3,3,8,1250,6250000
3,2,4,1250,6250000
3,3,3,1600,9500000
3,3,8,1485,8167000
3,3,5,1485,8167000
2,2,3,632,4424000
3,4,4,1560,10000000
3,3,4,1133,6231500
,,4,360,3500000
3,3,1,1100,5000000
3,3,6,1390,7665000
3,3,5,1485,8167000
3,3,2,1485,8167000
3,3,2,1080,4320000
,,11,11003,154000000
3,2,5,1050,5500000
3,3,4,1300,5850000
3,3,6,1300,5460000
3,3,4,1410,7000000
2,2,6,860,4500000
3,3,2,1254,5500000
16,10,,5200,40000000
,,3,2859,35237500
3,3,2,1195,8500000
3,4,9,1800,7500000
3,3,7,1860,12000000
3,4,1,1654,8500000
3,2,3,950,3500000
3,3,1,1360,13000000
3,3,6,1360,10000000
,,,1250,23000000
3,3,1,1332,5594400
3,4,5,2200,20000000
3,3,2,1537,14500000
3,3,6,1585,13000000
3,3,1,2000,17000000
4,4,8,2036,17000000
3,2,7,1095,7000000
3,3,3,1240,9000000
3,3,6,1500,12500000
3,2,2,1265,12650000
3,3,5,1120,6160000
3,2,5,960,3700000
3,3,2,1350,6500000
2,1,5,550,2310000
3,2,5,1075,4062500
,,1,4686,210870000
2,1,2,682,3600000
2,1,3,682,3600000
,,4,852,8094000
3,3,4,1250,10500000
3,3,2,1150,5500000
3,3,1,1550,12000000
3,2,9,975,4000000
3,2,1,900,4320000
3,2,2,925,4440000
3,2,3,900,4320000
4,4,9,1800,9000000
3,2,3,1225,5512500
3,2,4,1100,4620000
3,2,6,1100,5800000
2,2,2,1300,6500000
3,2,6,800,5300000
3,3,1,1100,5500000
4,5,5,2900,35000000
2,2,7,600,3250000
3,3,7,1125,5925000
3,4,4,2230,21200000
2,2,1,1150,8700000
3,2,3,1175,7000000
3,3,6,1040,6500000
4,4,3,2700,26500000
4,4,8,2440,25400000
3,3,5,2700,67500000
3,3,5,2700,67500000
3,3,8,1250,7500000
3,3,8,1600,14400000
3,3,3,1600,19200000
3,3,7,1550,11500000
4,4,4,2187,39366000
,,,,12500000
,,,,5700000
,,,,37500000
,,,,10000000
,,,,4100000
,,,,8500000
,,,,4000000
,,,,39000000
,,,,500000000
,,,,29300000
,,,,5020000
,,,,3000000
,,,,27500000
,,,,8500000
,,,,7500000
,,,,23000000
,,,,5368000
,,,,5500000
,,,,24100000
,,,,11700000
,,,,6265000
,,,,3000000
,,,,4500000
3,3,1,1500,15000000
3,4,7,2100,23110000
3,3,4,1725,14662500
,,,,2800000
,,,,8500000
,,,,5500000
,,,,3400000
,,,,14000000
,,,,59000000
,,,,4600000
,,,,4500000
,,,,65000000
,,,2160,25000000
3,3,1,1100,6050000
,,4,2900,101500000
,,,900,14000000
3,3,1,1600,13600000
3,2,4,945,6200000
3,3,7,1160,8000000
3,2,4,1250,7400000
,,,,4000000
,,,,3000000
,,,,6000000
,,,,4000000
,,,,8500000
,,,,11000000
,,,,39000000
,,,,500000000
,,,,29300000
,,,,7600000
,,,,40000000
,,,,24100000
,,,,11700000
,,,,6265000
,,,,6600000
,,,,37500000
,,,,5985000
,,,,22000000
,,,,7500000
3,3,2,2120,33000000
3,3,3,1431,9000000
,,,,3500000
,,,,7000000
,,,,17500000
,,,,4885000
,,,,6827500
,,,,8700000
,,,,12500000
,,,,5700000
4,4,1,3900,52000000
3,3,1,1650,9075000
4,5,5,2079,14500000
3,3,9,1644,9000000
3,3,8,2200,12000000
3,3,8,1620,13000000
3,4,7,1800,12500000
3,4,5,1800,12500000
4,4,1,3500,29000000
3,3,9,1800,12160000
3,3,5,1250,5500000
3,3,2,1806,12481000
33,10,,14740,90900000
3,3,6,1400,8200000
3,3,1,1300,5600000
3,3,6,1250,5600000
3,5,10,2000,13000000
3,3,6,1775,14200000
,,2,200,4800000
3,3,3,1750,7875000
,,1,200,5000000
,,1,240,6000000
3,3,3,1440,6500000
,,1,135,2430000
3,2,1,905,3200000
3,3,1,1280,6000000
3,3,3,1315,5260000
3,3,3,1275,5100000
3,4,1,1641,11000000
3,3,4,1275,5100000
3,3,2,1806,12481000
4,4,1,3500,29000000
3,3,6,1616,11500000
3,3,3,1300,7280000
3,3,4,1235,6500000
3,3,2,1280,7400000
2,2,5,900,3800000
3,3,6,1280,7400000
3,3,9,1800,12160000
3,3,5,1250,5500000
3,3,4,1452,9300000
3,3,1,1426,7117000
3,3,5,1500,8700000
3,3,5,1460,8100000
3,3,1,1650,9075000
3,3,4,1530,7650000
33,10,,14740,90900000
4,5,7,2540,29210000
4,5,6,2540,29210000
4,5,6,2622,30153000
4,5,4,2530,29095000
4,5,2,2530,29095000
4,5,1,2530,29095000
3,3,8,2200,12000000
3,3,8,1620,13000000
3,4,6,1800,12500000
3,4,5,1800,12500000
3,5,11,2000,13000000
3,3,1,2200,17500000
2,2,2,972,5000000
3,3,2,1450,11500000
,,2,1290,11000000
3,3,4,1320,5940000
,,4,150,1500000
,,5,200,2000000
3,3,4,1200,6500000
,,1,115,2300000
50,10,,24500,70000000
3,3,1,1365,6000000
2,2,4,1150,4600000
2,2,4,1150,4600000
2,2,5,1050,4200000
2,2,1,1150,4600000
3,3,1,1750,10000000
3,3,8,1352,6760000
3,3,8,1370,6850000
,,4,200,4600000
,,1,86,1050000
,,2,200,4800000
3,3,3,1750,7875000
,,1,200,5000000
,,1,240,6000000
3,3,3,1440,6500000
,,1,135,2430000
3,2,1,905,3200000
3,3,1,1280,6000000
3,3,7,1335,5340000
3,3,6,1325,5300000
3,3,3,1315,5260000
3,3,3,1275,5100000
3,3,4,1331,7600000
3,3,7,1230,9500000
3,3,7,1230,16605000
3,3,7,1270,17145000
3,3,3,1150,5000000
,,4,157,4082000
3,4,3,1525,14000000
,,,4320,42000000
3,3,2,2071,14459000
2,2,3,1025,5000000
2,2,9,1017,4500000
3,3,7,1200,5800000
3,3,5,1565,7260000
3,3,1,1565,7260000
3,3,2,1549,7200000
3,3,7,1600,8000000
4,4,7,1900,8930000
,,5,2000,13000000
4,6,5,3000,15000000
,,2,1500,10000000
3,3,3,1162,6972000
3,3,3,1162,6972000
3,3,4,1162,6972000
3,3,9,1665,7000000
3,3,1,1950,13000000
,,2,850,8000000
3,3,6,1340,7370000
2,2,6,900,5300000
4,4,9,2636,20560800
3,3,1,1350,6300000
3,3,9,1800,10000000
3,3,5,1685,9267500
3,3,5,1500,8250000
3,3,4,1500,8250000
3,3,6,2020,18000000
3,3,3,1750,11000000
3,3,4,1400,8500000
3,3,12,1672,14200000
3,3,1,1100,4950000
,,,205,14350000
,,,138,10350000
,,,277,16620000
,,,175,13125000
3,3,1,1230,6396000
,,,120,3000000
,,,128,3125000
,,5,7000,24500000
,,1,1160,23200000
,,,1160,29000000
,,10,6000,72000000
,,,125,3500000
3,3,1,1250,7500000
3,3,12,1355,4742500
3,3,11,1355,4742500
3,3,10,1355,4742500
3,3,6,2180,9000000
3,4,6,1800,12500000
3,4,5,1800,12500000
3,5,11,2000,13000000
3,3,1,2200,17500000
2,2,2,972,5000000
3,4,1,1860,13820000
4,4,7,1250,8600000
3,3,2,1150,7500000
3,3,3,1400,8000000
3,3,1,1324,9400000
3,3,4,1300,7200000
,,,27360,532000000
,,,1728,22000000
4,4,9,2643,23000000
,,,2880,15000000
,,1,105,3675000
,,1,110,3850000
3,3,1,1200,6000000
,,,118,2950000
3,3,1,1200,6000000
,,,200,2200000
,,4,150,3000000
,,4,156,3120000
,,4,156,3120000
,,4,156,3120000
,,3,105,3675000
4,4,4,1638,8000000
3,3,3,1550,7750000
3,3,2,1550,7750000
2,2,1,1100,4500000
4,3,5,1500,6000000
3,3,3,1350,6800000
,,6,14000,350000000
,,3,115,4025000
,,2,105,3675000
,,2,110,3850000
,,2,125,4375000
,,2,110,3850000
,,2,120,4200000
,,2,105,3675000
3,3,3,1575,9000000
3,3,4,1250,4800000
3,3,1,1400,7000000
4,4,1,3000,28000000
,,2,220,3000000
3,3,3,825,3700000
2,2,8,1007,5034000
,,2,157,5024000
,,5,120,3120000
,,5,129,3354000
3,3,5,1270,6604000
3,3,6,1400,7280000
3,3,5,1050,5250000
3,3,5,1580,7900000
3,3,5,1428,4998000
3,3,5,1408,4928000
4,4,11,1500,4950000
4,4,11,1500,4950000
3,2,4,1500,6000000
3,2,4,1600,6400000
23,10,,9150,32000000
3,3,4,1160,5220000
3,3,2,1300,7150000
3,2,4,1200,4800000
,,,118,2950000
3,3,1,1200,6000000
,,,200,2200000
,,4,150,3000000
,,4,156,3120000
,,4,156,3120000
,,4,156,3120000
,,3,105,3675000
4,4,4,1638,8000000
3,3,3,1550,7750000
3,3,2,1550,7750000
2,2,1,1100,4500000
3,3,5,1222,4888000
3,3,3,1226,4904000
3,3,5,1428,4998000
3,3,5,1408,4928000
4,4,11,1500,4950000
4,4,11,1500,4950000
3,2,4,1500,6000000
3,2,4,1600,6400000
23,10,,9150,32000000
3,3,4,1160,5220000
3,3,2,1300,7150000
3,2,4,1200,4800000
3,3,2,1550,6500000
3,3,3,1400,8000000
3,3,1,1324,9400000
3,3,4,1300,7200000
3,3,3,1575,9000000
3,3,9,1550,7500000
3,3,2,1000,5000000
,,2,200,1300000
,,2,200,1300000
3,5,2,1622,9300000
,,1,169,4725000
,,,194,5350000
3,3,6,2000,11000000
,,4,9200,65000000
3,3,7,1878,15000000
3,3,9,1635,12000000
3,3,1,1180,6490000
3,3,1,1250,7000000
,,5,110,3850000
,,4,150,3000000
3,3,3,1000,4000000
3,3,2,1400,7800000
3,3,1,1080,5700000
,,7,3001,48016000
,,12,6529,130580000
,,5,3638,65484000
3,3,6,1555,6000000
3,3,7,1644,9000000
3,3,4,1500,9000000
3,3,6,1200,4500000
3,4,3,1650,12000000
2,2,1,900,4500000
3,3,4,1325,5300000
,,,129,3725000
,,,176,4400000
,,,110,2750000
3,3,8,1775,12137500
3,3,5,1700,10500000
3,3,3,1430,8500000
3,4,1,2200,13000000
3,4,6,2000,13000000
3,2,3,1290,8000000
3,3,2,1337,7754600
3,3,1,1459,8462200
3,3,8,1360,7888000
3,3,4,1337,7754600
2,3,7,1150,6000000
4,5,10,6509,65000000
4,5,5,4509,45000000
,,4,1200,7200000
3,3,2,1397,5838000
3,4,6,1630,8500000
3,3,1,1370,6500000
3,2,1,1278,6500000
,,2,181,9500000
3,3,1,1410,7755000
3,3,9,1354,6400000
2,2,1,1013,5000000
3,3,2,1450,11500000
,,2,1290,11000000
3,3,4,1320,5940000
,,4,150,1500000
,,5,200,2000000
3,3,4,1200,6500000
,,1,115,2300000
50,10,,24500,70000000
3,3,1,1365,6000000
2,2,4,1150,4600000
2,2,4,1150,4600000
2,2,5,1050,4200000
2,2,1,1150,4600000
3,3,1,1750,10000000
3,3,8,1352,6760000
3,3,8,1370,6850000
,,4,200,4600000
,,1,86,1050000
,,4,1680,30000000
3,3,3,1545,7725000
3,3,5,1375,8562500
3,3,1,1375,8562500
3,4,1,1780,13000000
3,3,6,1400,7800000
3,3,5,1544,9264000
3,3,6,1644,9864000
3,3,8,1646,10039120
3,3,4,1340,8000000
3,3,1,2250,16000000
3,3,7,1335,5340000
3,3,6,1325,5300000
3,3,7,1600,6500000
3,3,1,1100,5500000
3,3,8,2250,12000000
,,,3600,20000000
3,3,1,1644,9864000
3,3,1,1608,8040000
3,3,2,1740,11500000
,,,5050,90000000
3,3,8,1775,12137500
3,3,5,1700,10500000
3,3,3,1430,8500000
2,2,1,900,4500000
3,3,4,1325,5300000
3,4,7,1646,11028200
,,6,10500,147000000
3,3,3,1588,9800000
3,3,7,1175,5875000
3,3,7,1545,7725000
3,3,7,1336,6680000
3,3,6,1699,8495000
3,3,6,1739,8695000
3,3,3,1440,6000000
3,3,3,1440,6192000
3,3,4,1440,6000000
3,3,2,1440,6192000
3,3,2,1440,6192000
,,,129,3725000
,,,176,4400000
,,,110,2750000
3,4,1,2200,13000000
3,4,6,2000,13000000
3,2,3,1290,8000000
3,3,2,1397,5838000
3,4,6,1630,8500000
3,3,1,1370,6500000
,,,,7500000
,,,,54235
,,,,6669
,,,,14000000
,,,,350000000
3,3,2,1314,7570000
3,3,9,1650,9675000
3,3,4,1500,11000000
3,3,2,2200,12100000
3,3,1,1206,5427000
3,4,5,1900,14100000
,,5,93,2418000
,,1,110,3850000
,,,111,3885000
2,2,5,1120,6720000
3,3,4,1700,8160000
3,3,2,1075,5052500
2,2,6,1050,4000000
,,1,138,3950000
2,2,6,864,4800000
3,3,8,1440,8200000
3,3,6,1800,15824000
3,4,5,1860,13820000
4,4,2,1841,16000000
3,3,6,1300,6200000
,,,,4800000
4,5,6,2530,29095000
4,3,9,1650,8200000
2,2,5,980,4200000
3,3,5,1305,11000000
3,3,4,1200,4500000
3,4,5,1592,8560000
3,3,6,1300,7500000
3,3,5,1262,5679000
3,3,8,1186,5337000
,,1,145,2900000
,,,,27000000
,,,,6000000
,,,,15500000
,,,2520,14500000
,,,,66
,,,,3200000
3,5,3,1592,8560000
3,2,2,1150,6200000
3,3,1,1186,5337000
2,2,6,854,4800000
3,3,6,1450,8500000
3,3,8,1340,6800000
,,2,125,4375000
,,2,115,4025000
3,3,6,1400,7700000
,,5,150,3700000
2,2,1,950,5000000
3,3,4,1700,8500000
3,3,3,1265,5500000
3,3,3,1500,8250000
3,4,7,1850,10000000
3,3,7,1253,5638500
7,8,,11000,45000000
,,6,150,3100000
3,3,6,1300,9700000
,,,,8500000
3,3,3,1320,7000000
3,3,5,1100,5500000
3,3,3,1612,12000000
3,3,7,965,5200000
3,3,7,2200,12100000
,,1,169,5175000
3,3,6,1250,7500000
3,3,1,1400,8500000
3,3,4,1200,4500000
3,4,3,2100,16000000
,,4,150,3000000
,,3,125,4375000
,,5,125,4375000
3,3,6,1600,7000000
3,3,6,1240,5000000
,,1,120,2500000
3,3,4,1050,7000000
3,3,3,1270,6604000
3,3,1,1350,6000000
4,4,1,2252,11260000
3,3,1,1350,6831000
4,5,8,2500,17500000
4,5,8,2540,29210000
4,5,8,2530,29095000
4,5,7,2622,30153000
4,5,7,2530,29095000
3,2,1,1300,5800000
3,3,7,1300,8200000
3,3,2,1600,10000000
3,3,2,1240,7000000
21,10,7,13300,105000000
4,4,1,2600,18500000
4,5,4,2410,15500000
3,2,1,850,3900000
3,3,1,1455,12500000
3,3,5,1460,8100000
3,4,4,1756,9000000
3,3,7,1580,7200000
,,11,4000,58000000
3,3,6,1744,8700000
2,2,5,966,3800000
,,,3000,30000000
3,3,5,1750,9500000
3,3,5,1459,8462200
3,3,2,1415,5820000
2,2,3,854,4500000
3,3,4,1520,16000000
3,3,5,1575,14014000
3,4,2,1485,12000000
3,3,1,1430,6600000
3,3,2,1485,8000000
3,3,7,1664,9200000
3,4,6,1800,12500000
3,5,12,2000,13000000
3,3,5,1500,6000000
3,3,6,1570,6280000
3,3,4,1570,6280000
3,3,5,1335,5340000
3,3,4,1325,5900000
,,,104,2184000
,,1,124,2232000
3,3,3,1471,6100000
21,10,1,24000,60000000
3,3,9,1692,16000000
3,3,6,1400,11200000
3,3,7,1462,9500000
3,3,1,1320,5940000
3,3,4,1320,5940000
,,4,180,1800000
,,4,200,2000000
,,,110,2750000
,,1,120,2640000
,,1,115,2300000
,,1,154,3080000
3,3,6,1400,7000000
3,3,7,1650,6600000
2,2,2,1150,4600000
,,1,175,3500000
2,2,5,1150,4600000
2,2,5,1150,4600000
2,2,6,1150,4600000
2,2,6,1150,4600000
2,2,1,1050,4200000
2,2,1,1150,4600000
,,,129,2580000
,,5,200,4600000
,,3,200,4600000
,,3,200,4600000
,,3,200,4600000
3,3,7,1744,12000000
3,4,2,2060,11500000
,,4,1400,8400000
,,4,900,5400000
3,3,3,1250,6950000
3,3,6,1530,12300000
3,3,5,1847,12000000
3,3,1,1500,8500000
,,2,1950,14625000
3,3,1,1300,10000000
3,3,1,1330,10000000
,,,1440,8000000
,,,2160,18000000
,,,256,25000000
3,3,3,1510,5285000
3,3,1,1410,8000000
3,3,1,1460,7000000
4,4,4,2500,12200000
3,3,2,2200,19000000
,,1,84,1250000
,,2,200,4800000
,,2,200,4800000
,,2,240,5760000
,,2,240,5760000
,,1,200,5000000
3,3,4,1000,5000000
,,1,120,2160000
,,1,130,2340000
3,3,1,1300,8000000
3,3,5,1500,6000000
3,3,6,1570,6280000
3,3,6,1435,5740000
3,3,6,1335,5340000
3,3,4,1570,6280000
3,3,2,1570,6280000
3,3,5,1335,5340000
3,3,4,1325,5900000
,,,104,2184000
,,1,124,2232000
,,1,159,2862000
3,3,3,1471,6100000
3,3,6,1625,7512500
3,3,1,1313,6500000
21,10,1,24000,60000000
3,3,9,1422,9811800
3,3,2,1433,9887700
3,3,2,1440,9936000
3,4,1,1510,10419000
3,3,7,1744,12000000
3,3,7,1924,19500000
3,3,8,1500,12000000
3,3,2,1644,9864000
3,4,3,1800,13000000
3,3,8,1700,8000000
2,2,14,1050,6000000
3,4,3,1760,13120000
2,2,7,900,5000000
3,3,6,1800,15824000
3,3,3,1012,4400000
3,3,1,1200,6000000
3,3,1,1720,7880000
3,3,3,1275,7393750
2,2,3,978,5500000
,,6,2500,25000000
3,3,8,1545,7725000
3,3,3,1739,8695000
3,3,3,1175,5875000
3,3,4,1175,5875000
3,3,4,1336,8000000
3,3,1,2000,16000000
3,3,1,1593,7646400
3,3,1,1699,8155200
3,3,4,1420,7810000
3,3,5,1350,6700000
3,3,1,1801,14817700
3,3,3,1390,11000000
2,2,4,1000,8000000
2,2,3,1000,8000000
3,3,5,1250,6950000
,,2,3400,19400000
,,4,444,11988000
,,4,150,3700000
,,5,130,3380000
,,5,175,4550000
,,4,135,6000000
3,3,7,1225,9500000
