Bedrooms,Bathrooms,Floor_num,Floor_area,Price
3,3,1,1300,10000000
3,3,1,1330,10000000
,,,1440,8000000
,,,2160,18000000
,,,7200,80000000
,,3,125,4375000
,,3,110,3850000
3,3,1,1550,7750000
,,3,120,4200000
,,3,110,3850000
,,3,120,4200000
,,2,110,3850000
,,2,115,4025000
3,3,8,1426,7130000
,,3,14528,363200000
3,3,3,1550,7750000
,,1,115,4025000
,,1,125,4375000
,,,125,3750000
,,,112,3920000
,,,125,3750000
,,,115,4025000
,,,102,3570000
,,,110,3800000
3,3,4,1200,5200000
3,3,2,1200,6000000
,,,129,3225000
3,3,5,1428,4998000
3,3,4,1400,7800000
3,2,5,1500,6000000
3,3,3,1135,3800000
3,3,2,1300,7150000
3,3,2,1550,9335000
3,3,1,1550,9335000
3,5,1,2000,6000000
3,3,9,1536,5683200
3,3,9,1550,6500000
22,10,1,8000,29500000
,,1,150,3300000
,,1,146,2920000
,,1,118,2360000
2,2,4,1120,6720000
3,3,2,1480,6660000
3,3,2,1685,9267500
3,3,1,1500,8250000
3,3,1,1685,9267500
3,3,4,1250,5000000
3,3,7,1262,5679000
3,3,7,1302,5859000
3,3,6,1302,5859000
3,3,9,1310,5500000
3,3,4,1262,5679000
3,3,2,1253,5638500
3,3,1,1253,5638500
3,3,4,1186,5337000
4,5,4,2410,15500000
3,3,4,1650,9675000
3,4,8,1572,8460000
3,3,8,1835,9800000
3,3,6,1420,7100000
4,4,9,2100,20000000
3,3,2,1336,6680000
3,2,7,1000,5500000
3,3,2,1672,13300000
3,3,1,1250,6500000
3,3,2,2200,19000000
3,3,7,1426,7500000
3,4,1,1620,10854000
3,4,3,1646,11028200
3,4,8,1620,10854000
3,4,7,1686,11296200
3,3,6,1175,5875000
3,3,4,1739,8695000
3,3,2,1440,6192000
,,,555,35000000
3,3,1,1200,5400000
,,5,4000,20000000
3,3,1,1235,6175000
2,2,4,1003,5000000
3,3,1,1103,5515000
,,5,852,3500000
2,2,5,890,3000000
3,3,5,1320,5544000
3,3,6,1270,5334000
3,3,7,1270,5334000
3,3,5,1607,13000000
3,3,7,982,3928000
2,2,7,805,3220000
3,3,1,1102,4408000
3,3,6,1250,6000000
3,3,2,1120,5040000
3,2,1,1300,5800000
3,3,7,1300,8200000
4,4,2,2961,29500000
3,3,2,1336,6680000
3,2,7,1000,5500000
3,3,2,1672,13300000
3,3,1,1250,6500000
3,3,1,1592,8560000
3,3,7,1650,9675000
2,3,1,1200,7500000
3,3,3,1270,6604000
3,3,1,1350,6000000
4,4,1,2252,11260000
3,3,1,1350,6831000
4,5,8,2500,17500000
4,5,8,2540,29210000
4,5,8,2530,29095000
4,5,7,2622,30153000
4,5,7,2530,29095000
3,4,2,1760,16000000
3,3,2,1433,7800000
3,3,2,1870,13500000
3,3,5,1595,11000000
2,2,5,815,3600000
3,3,4,1050,7000000
22,10,1,8000,29500000
,,1,150,3300000
,,1,146,2920000
,,1,118,2360000
2,2,4,1120,6720000
3,3,2,1480,6660000
3,3,2,1685,9267500
3,3,1,1500,8250000
3,3,1,1685,9267500
3,3,4,1250,5000000
3,3,7,1262,5679000
3,3,7,1302,5859000
3,3,6,1302,5859000
3,3,9,1310,5500000
3,3,4,1262,5679000
3,3,2,1253,5638500
3,3,1,1253,5638500
3,3,4,1186,5337000
3,3,4,1450,7500000
20,10,1,14400,55000000
7,8,,3888,12000000
3,3,1,2250,29000000
,,,100,3800000
,,1,163,4575000
,,1,161,4525000
,,1,122,3550000
,,11,5525,71825000
3,3,8,1645,7731500
3,2,9,1224,5100000
3,3,8,1400,7500000
3,3,7,1372,7200000
3,3,3,2000,11000000
3,3,5,2200,12100000
3,3,4,2200,12100000
3,3,4,2000,11000000
3,3,1,2000,11000000
3,3,5,1428,4998000
2,2,3,990,3960000
3,3,9,1170,4600000
,,,115,2000000
2,2,5,950,3400000
,,4,150,3000000
,,5,115,4025000
,,4,156,3120000
,,5,105,3675000
,,5,110,3850000
4,4,9,3699,33000000
2,2,7,900,5000000
3,3,6,1800,15824000
3,4,3,1760,13120000
3,3,8,1426,7130000
,,3,14528,363200000
3,3,3,1550,7750000
,,1,115,4025000
,,1,125,4375000
,,,125,3750000
,,,112,3920000
,,,125,3750000
,,,115,4025000
,,,102,3570000
,,,110,3800000
3,3,4,1200,5200000
3,3,2,1200,6000000
,,,129,3225000
,,4,150,3000000
,,4,150,3000000
,,3,125,4375000
,,3,110,3850000
3,3,1,1550,7750000
,,3,120,4200000
,,3,110,3850000
,,3,120,4200000
,,2,110,3850000
,,2,115,4025000
3,3,5,1428,4998000
3,3,4,1400,7800000
3,2,5,1500,6000000
3,3,3,1135,3800000
3,3,2,1300,7150000
3,3,2,1550,9335000
3,3,1,1550,9335000
3,5,1,2000,6000000
3,3,9,1536,5683200
3,3,9,1550,6500000
3,3,3,1012,4400000
3,3,1,1200,6000000
3,4,1,1994,15000000
3,4,2,1610,10500000
3,3,1,1720,7880000
3,3,4,1524,9500000
4,4,7,1700,9500000
3,4,5,2150,13000000
3,3,7,1450,6500000
4,4,9,2775,21645000
3,3,3,1650,6600000
3,3,5,1500,8250000
3,3,5,1400,7700000
2,2,6,874,4800000
3,3,10,1450,9000000
3,3,7,1520,10000000
3,3,1,1520,10000000
3,3,6,1425,8550000
3,4,1,1900,14250000
3,3,7,1200,5000000
2,2,5,864,4800000
2,2,5,874,4800000
3,3,10,1760,14000000
3,3,7,1607,13000000
3,3,4,1650,9075000
2,2,1,1150,5800000
,,,2520,7500000
3,3,6,1360,8000000
3,3,10,1500,10000000
3,3,1,1400,9200000
3,3,6,1324,11500000
,,,,30000000
,,,,4500000
4,5,10,2600,13500000
3,3,7,1175,4700000
3,2,5,1000,4000000
3,3,2,1400,8000000
3,3,8,1302,5859000
3,3,2,1770,7020000
,,1,190,5250000
,,1,162,4550000
3,3,6,1162,6972000
2,2,3,1140,6840000
4,5,1,2540,29210000
3,4,3,2000,13000000
3,3,8,1253,5638500
4,5,2,2500,25000000
3,3,6,1162,6972000
3,3,8,1650,9675000
3,3,5,2000,11000000
3,3,7,1300,4940000
3,3,8,1700,7000000
3,3,4,1302,5859000
3,3,8,1510,7000000
3,3,6,1550,9300000
2,2,3,1120,6720000
3,3,6,1700,7000000
3,3,2,1565,7500000
3,3,2,1275,4845000
3,3,2,1150,5200000
,,,,17716000
,,,,27500000
,,,,9000000
,,,,9800000
3,3,3,1390,11000000
,,5,120,3068000
3,3,6,1300,9700000
7,8,,7560,60000000
3,3,8,1690,8400000
3,3,7,1162,6972000
,,,600,30900000
4,3,5,1850,8500000
,,,5400,60000000
,,,,6000000
,,,,23000000
3,4,8,1592,8560000
3,3,1,1300,5600000
3,3,5,1360,7888000
,,,24480,476000000
2,2,4,1060,5500000
3,3,8,2600,25000000
3,3,6,1450,7500000
3,3,3,1305,11000000
3,3,8,2200,12100000
3,3,8,1400,8000000
,,4,150,3000000
2,2,,2160,12500000
3,3,2,1100,5500000
3,3,1,1800,8200000
3,3,1,1590,7473000
3,3,1,1375,4812500
3,3,3,1480,11000000
3,3,4,1255,10000000
2,2,3,800,3700000
,,3,125,4375000
3,3,6,1690,9119000
3,3,4,1956,10000000
3,3,8,1544,7148000
,,4,1379,20685000
4,5,1,2500,17500000
3,3,7,1365,11000000
3,3,7,1550,9300000
3,3,8,1550,9335000
3,3,5,1550,8835000
3,3,9,1275,7393750
3,3,9,1275,7393750
3,3,8,1275,7393750
3,3,7,1275,7393750
3,3,2,1500,6500000
3,3,3,1450,6400000
3,3,7,1450,6600000
3,3,6,1630,8150000
4,4,1,2500,17500000
,,2,100,2500000
3,4,5,1575,8000000
3,3,4,1100,7000000
3,3,5,1100,6500000
3,3,10,1590,10000000
3,4,1,1335,8500000
2,2,1,1000,3200000
,,1,286,7150000
3,3,2,1550,7750000
,,,163,11410000
,,,247,2964000
3,3,4,1300,6000000
4,4,4,2061,14500000
2,2,4,800,4000000
,,2,1160,29000000
,,1,1160,23200000
,,,1160,29000000
3,3,12,1520,6000000
3,3,10,1335,4672500
2,2,3,1090,4500000
3,4,12,1800,12500000
3,3,6,1462,9500000
2,3,6,1110,4995000
2,3,6,1110,4995000
2,3,2,1110,4995000
,,5,150,1500000
,,5,180,1800000
,,,115,2875000
,,1,136,2720000
,,1,115,2300000
3,3,5,1400,7000000
3,3,5,1400,7000000
,,1,180,3600000
2,2,3,1150,4600000
2,2,7,1150,4600000
2,2,7,1050,4200000
2,2,4,1050,4200000
3,3,3,1752,13064000
,,1,110,2200000
,,5,240,5520000
,,5,240,5520000
,,1,95,1240000
,,1,90,1260000
,,3,240,5520000
2,2,3,1500,6750000
,,1,200,5000000
3,3,5,1275,5100000
3,3,3,1435,5740000
3,3,5,1315,5260000
3,3,4,1335,5340000
3,3,2,1335,5340000
3,3,2,1325,5300000
,,,101,2222000
,,1,184,3312000
,,1,150,2700000
3,3,3,1470,4410000
3,3,2,1436,11500000
3,4,3,1940,16132000
3,3,6,1544,9264000
3,3,9,1544,9264000
3,3,7,1644,9864000
3,3,8,1739,8695000
3,3,4,1375,8562500
,,,555,35000000
3,3,2,1148,5592000
4,3,2,1700,12000000
3,3,3,1517,8000000
3,4,4,2280,22000000
3,2,6,1200,6800000
3,3,4,1500,11200000
3,3,4,1500,11200000
3,3,8,2000,16000000
3,5,7,2506,15000000
3,2,1,750,2500000
3,3,4,1305,6525000
3,3,3,2400,12000000
3,3,1,1100,4500000
2,2,3,1100,6600000
,,1,134,2680000
,,1,151,3020000
3,3,1,1685,9267500
3,3,1,1400,7700000
3,3,7,1150,5800000
,,7,14528,363200000
3,3,2,1080,5700000
3,2,5,1075,5500000
2,2,5,978,5000000
3,3,1,1433,7132000
3,4,7,1350,8000000
3,3,8,1665,7000000
,,1,153,10000000
,,5,2148,38664000
,,2,88,1200000
,,1,4500,55620000
3,3,3,1050,5250000
2,2,3,900,4500000
3,3,3,1466,7000000
3,3,4,1300,7200000
3,3,10,1500,8600000
2,2,9,1015,5887000
3,3,9,1459,8462200
3,3,8,1337,7754600
3,3,6,1459,8462200
3,3,3,1337,7754600
2,2,3,800,4500000
,,1,3400,19400000
3,3,11,1672,8000000
3,4,,1800,8500000
4,4,1,2500,17500000
3,3,9,1275,7393750
3,3,9,1275,7393750
3,3,8,1275,7393750
3,3,7,1275,7393750
3,3,2,1500,6500000
3,3,,6000,95000000
3,3,1,1200,4600000
4,4,2,2500,12000000
3,3,6,1430,7936000
3,3,8,1430,7936000
3,3,2,1915,11490000
3,3,2,1162,6972000
3,3,8,1162,6972000
3,3,6,1570,11000000
3,2,3,850,4000000
3,3,5,1500,9000000
3,3,6,1423,7115000
3,3,8,1835,13000000
3,4,1,1350,7500000
3,3,5,1615,11500000
3,3,6,1500,8250000
3,3,5,1685,9267500
3,3,4,1500,8250000
3,3,4,1400,7700000
3,3,4,1685,9267500
3,3,8,1580,8000000
3,3,2,1436,11500000
3,4,3,1940,16132000
3,3,4,2295,25000000
3,3,8,1487,9000000
3,3,6,1440,9936000
3,3,2,1493,9800000
3,3,2,1493,9800000
3,3,7,1537,9000000
3,4,10,1800,12500000
3,4,9,1800,12500000
3,5,9,2000,13000000
3,3,4,1305,11000000
4,5,9,2540,29210000
4,5,4,2540,29210000
3,3,9,1700,8384200
3,4,1,1335,8500000
2,2,1,1000,3200000
,,1,286,7150000
3,3,2,1550,7750000
,,,163,11410000
,,,247,2964000
3,3,4,1300,6000000
4,4,4,2061,14500000
2,2,4,800,4000000
6,6,3,3800,24000000
,,2,1160,29000000
,,1,1160,23200000
,,,1160,29000000
3,3,12,1520,6000000
3,3,10,1335,4672500
2,2,3,1090,4500000
,,,3600,15000000
3,3,1,1210,7000000
4,4,1,2200,15000000
3,3,4,1621,10500000
,,5,150,3650000
3,3,12,1400,7500000
2,2,5,600,3000000
4,4,3,2252,11260000
3,3,3,1429,8000000
7,8,4,2800,30000000
3,4,5,1800,16000000
,,1,153,10000000
,,5,2148,38664000
,,2,88,1200000
3,2,5,1075,5500000
2,2,5,978,5000000
3,3,1,1433,7132000
3,3,7,1150,5800000
2,2,3,900,4500000
,,7,14528,363200000
3,3,2,1080,5700000
3,3,3,1466,7000000
3,3,4,1300,7200000
3,3,10,1500,8600000
2,2,9,1015,5887000
3,3,9,1459,8462200
3,3,8,1337,7754600
3,3,6,1459,8462200
3,3,3,1337,7754600
2,2,3,800,4500000
,,1,3400,19400000
3,3,4,1200,8000000
3,3,2,1370,6500000
3,3,2,1162,6972000
3,3,1,1435,7000000
3,3,6,1500,8300000
3,3,8,1485,8000000
3,3,11,1350,9450000
3,3,9,1500,6000000
,,5,160,8000000
3,3,6,1254,7000000
5,5,9,2782,21699600
3,4,5,1780,10500000
3,3,1,1465,9962000
3,3,8,1727,14500000
3,4,12,1800,12500000
,,3,240,5520000
2,2,3,1500,6750000
,,1,200,5000000
3,3,5,1275,5100000
3,3,3,1435,5740000
3,3,5,1315,5260000
3,3,4,1335,5340000
3,3,2,1335,5340000
3,3,2,1325,5300000
,,,101,2222000
,,1,184,3312000
,,1,150,2700000
3,3,3,1470,4410000
3,3,2,1316,6200000
,,5,174,4700000
,,6,150,5250000
,,4,139,3614000
,,5,136,3536000
3,3,6,1400,6500000
3,3,8,1408,5632000
2,2,3,1000,4000000
3,3,7,1550,7300000
3,3,5,1244,6500000
3,3,3,1149,7500000
3,4,4,1429,8500000
,,2,136,4187500
,,1,188,5675125
,,1,141,4330000
2,2,2,969,3600000
3,3,5,1350,6075000
2,2,7,975,3705000
3,3,6,1165,4427000
3,3,7,1145,5700000
3,3,7,1145,3400000
3,3,6,1382,6800000
3,2,6,1180,6200000
3,3,1,1130,5300000
,,3,4000,20000000
,,1,105,3675000
3,3,8,1500,8700000
3,3,2,1545,7500000
,,2,14528,363200000
,,,190,16150000
3,3,1,1550,7750000
,,1,120,4200000
,,,117,4050000
,,,125,3750000
,,,120,4200000
,,,115,3450000
3,3,8,1500,8700000
,,2,136,4187500
,,1,188,5675125
,,1,141,4330000
2,2,2,969,3600000
3,3,5,1350,6075000
2,2,7,975,3705000
3,3,6,1165,4427000
3,3,7,1145,5700000
3,3,7,1145,3400000
3,3,6,1382,6800000
3,2,6,1180,6200000
3,3,1,1130,5300000
,,3,4000,20000000
,,1,105,3675000
3,3,7,1550,7300000
3,3,5,1244,6500000
3,3,9,1700,8384200
3,3,3,1400,8000000
,,2,1330,8000000
3,3,3,1149,7500000
3,4,4,1429,8500000
3,3,2,1545,7500000
,,,3600,15000000
3,3,1,1210,7000000
,,5,150,3650000
4,4,1,2200,15000000
3,3,4,1621,10500000
3,3,1,1200,4600000
,,4,222,6500000
3,3,,6000,95000000
3,4,,1800,8500000
3,3,2,1250,7000000
3,3,1,1465,9962000
3,3,8,1727,14500000
3,3,4,2295,25000000
3,3,8,1487,9000000
3,3,6,1440,9936000
3,3,2,1493,9800000
3,3,2,1493,9800000
3,3,7,1537,9000000
3,4,10,1800,12500000
3,4,9,1800,12500000
3,5,9,2000,13000000
2,2,4,1025,4500000
3,3,4,1415,6367000
3,3,4,1563,9200000
4,4,4,1700,9500000
3,4,4,2150,13000000
,,5,145,8000000
4,4,9,1800,14040000
3,4,1,1350,7500000
3,3,5,1615,11500000
3,3,6,1500,8250000
3,3,5,1685,9267500
3,3,4,1500,8250000
3,3,4,1400,7700000
3,3,4,1685,9267500
4,4,2,2500,12000000
3,3,4,1415,6367000
3,3,4,1563,9200000
4,4,4,1700,9500000
3,4,4,2150,13000000
,,5,145,8000000
4,4,9,1800,14040000
3,3,6,1500,9000000
3,4,1,1760,13120000
,,,200,13000000
3,3,3,1520,10000000
,,4,1950,10725000
,,10,10000,300000000
3,3,3,1387,8000000
3,3,12,1400,7500000
4,4,3,2252,11260000
3,3,3,1429,8000000
,,,169,4225000
7,8,4,2800,30000000
3,4,5,1800,16000000
4,3,4,1400,7000000
3,4,7,1620,10854000
3,4,8,1646,11028200
3,4,1,1686,11296200
3,3,8,1336,6680000
3,3,6,1545,7725000
3,3,5,1699,8495000
3,3,5,1545,7725000
3,3,5,1336,6680000
4,4,3,1750,9500000
3,3,4,1110,4440000
3,3,5,1545,7725000
3,3,5,1336,6680000
4,4,3,1750,9500000
3,3,5,2120,19000000
,,,,434434
,,,,15000000
,,,,3696000
,,,,4500000
,,,,6000000
,,,,566
3,3,2,1530,12000000
3,3,7,1162,6972000
3,4,7,1592,8560000
4,3,6,1873,12738000
4,4,1,1858,16000000
3,3,4,1500,11000000
3,3,3,1186,5337000
3,3,1,1300,7150000
3,3,1,1300,7150000
3,3,7,1226,7000000
2,2,6,1054,6500000
3,3,1,1415,5820000
3,3,7,1304,5998400
3,3,2,2100,16800000
,,1,115,4025000
,,1,115,1350000
,,,2160,16500000
4,3,9,1800,9000000
3,3,1,1100,7500000
3,3,2,1300,9700000
3,2,4,1162,5000000
3,3,6,1253,5638500
3,3,2,1500,8250000
,,2,90,2700000
3,3,1,1350,8000000
3,3,1,1740,12500000
4,3,6,1873,12738000
3,3,2,1300,9700000
3,3,7,1370,13200000
,,1,110,3850000
,,4,156,3120000
4,5,9,2622,30153000
4,5,9,2530,29095000
3,3,5,1331,6500000
3,3,6,1331,6500000
3,3,7,1350,7000000
4,4,5,1587,10000000
3,3,8,1305,11000000
3,3,2,1530,12000000
2,2,5,950,4000000
2,2,9,920,5800000
3,4,2,1994,15500000
3,4,10,1860,17500000
3,3,2,1320,9500000
3,4,7,1750,12250000
,,18,2038,29932000
3,3,9,1565,9000000
,,,2680,18000000
2,2,2,1013,4200000
,,5,120,4200000
,,1,105,3675000
,,3,120,4200000
3,3,1,1262,5679000
3,3,2,1600,12000000
,,3,103,3200000
,,,2160,16500000
4,3,9,1800,9000000
3,3,7,1162,6972000
3,4,7,1592,8560000
3,3,1,1100,7500000
3,3,5,1628,13000000
3,3,4,1600,10000000
2,2,2,900,4800000
3,3,4,1420,7100000
3,3,8,1632,9160000
3,2,5,1162,5000000
3,3,7,1783,11589500
5,5,2,2622,30153000
,,4,14528,350000000
3,3,4,1620,6800000
2,2,2,950,4700000
3,2,6,1050,4200000
3,4,8,1550,12000000
3,2,1,1075,6000000
3,3,5,1100,6500000
3,3,4,1100,7000000
3,4,6,1800,12000000
3,3,4,1630,8150000
3,3,3,1699,8495000
3,3,3,1336,6680000
3,4,13,1800,13450000
3,3,9,1540,7392000
3,4,8,2500,21550000
3,2,5,1500,9500000
3,3,1,1544,9264000
3,3,9,1644,9864000
,,3,147,4102625
3,3,8,2000,8500000
3,3,1,1200,7700000
3,3,10,1235,4100000
3,3,5,1252,6520000
3,3,3,1300,7150000
,,1,100,4000000
,,,125,2750000
3,3,4,1300,7800000
,,1,110,3850000
3,3,4,1300,7800000
3,3,7,2289,26000000
3,3,2,1350,9300000
3,3,7,1627,10500000
3,3,1,1490,6705000
3,4,17,1604,8822000
,,4,156,3120000
,,2,435,7000000
,,1,212,7500000
3,4,3,1301,11000000
3,3,3,1400,7700000
3,3,2,1685,9267500
3,3,2,1500,8250000
,,,1958,5500000
3,3,1,1500,8250000
3,3,3,1250,5000000
3,3,8,2420,13310000
3,3,2,1250,6500000
3,3,6,1400,10000000
3,3,8,1300,5400000
,,,100,3800000
,,,100,3800000
3,3,2,1300,7500000
3,3,5,1200,6000000
,,3,98,2000000
,,2,163,3749000
,,1,181,5025000
,,1,163,4575000
,,1,123,3575000
,,1,153,4325000
,,,126,3650000
,,12,2609,33917000
3,3,7,2000,11000000
3,3,1,2200,12100000
3,3,10,1500,9000000
4,4,2,1700,9500000
3,3,2,1157,4049500
3,3,9,1388,5552000
3,3,7,1790,7518000
4,4,12,1500,4950000
3,3,8,1700,7000000
3,3,6,1700,7000000
3,3,2,1300,7150000
3,3,6,1313,7200000
3,3,10,1235,4100000
3,3,3,1300,7150000
,,,125,2750000
3,3,4,2000,10500000
3,3,8,1410,8800000
4,5,5,2750,20000000
3,3,8,1800,9500000
3,3,3,1338,12000000
3,3,5,1500,9500000
3,3,7,1640,11000000
3,3,4,1950,18000000
3,3,1,1433,9887700
3,3,7,1150,5500000
,,1,85,1100000
,,1,240,6000000
2,2,6,850,3200000
3,3,4,1100,5000000
,,1,126,2268000
,,1,178,2848000
3,3,8,1505,6500000
3,3,2,1435,5740000
3,3,3,1570,6280000
3,3,4,1315,5260000
3,3,3,1580,13500000
,,1,702,12636000
3,4,11,1800,12500000
3,5,11,2000,13000000
3,5,9,2000,13000000
3,3,2,1544,9264000
3,3,4,1544,9264000
2,3,2,1200,6000000
3,3,1,1200,6000000
3,3,1,1200,6000000
,,3,115,4025000
,,3,105,3675000
,,3,105,3675000
,,3,110,3850000
,,3,125,4375000
,,2,110,3850000
3,3,6,1392,8500000
3,3,6,1180,7500000
3,3,1,1320,6000000
3,3,2,1320,5940000
,,1,105,2100000
,,1,115,2320000
,,1,122,2440000
,,1,148,3600000
,,1,125,2500000
2,2,2,1150,4600000
2,2,3,1150,4600000
3,3,4,1650,6600000
2,2,3,1050,4200000
3,3,5,1035,4347000
27,10,5,12000,130000000
,,5,240,5520000
,,4,200,4600000
,,4,240,5520000
,,4,240,5520000
,,1,105,3675000
3,3,5,1295,6500000
3,3,7,1057,5250000
3,3,9,1450,5800000
3,3,5,1445,5750000
3,3,10,1450,5900000
3,3,5,1390,5282000
3,3,11,1390,5282000
3,3,7,1445,5650000
3,3,9,1380,5520000
3,3,8,1547,5878600
3,4,8,1265,5692500
3,3,7,1438,5033000
3,3,6,1350,4725000
2,2,1,1050,4410000
3,3,6,1500,5700000
3,3,8,1250,4375000
3,3,13,1500,6010000
2,2,4,1080,3780000
3,3,7,1380,5244000
3,3,7,1547,6190000
3,2,8,1030,3914000
3,3,7,1450,5510000
3,3,5,1438,5033000
3,2,4,1010,3535000
3,3,4,1350,5805000
3,3,8,1450,5510000
3,3,8,1500,5750000
3,3,9,1013,5000000
3,3,6,1013,5000000
3,3,9,1200,5500000
3,2,8,1100,6000000
3,3,10,1390,5600000
3,2,5,1080,4800000
3,3,9,1183,5800000
,,,,5674000
3,3,9,1375,5500000
3,3,6,1260,4536000
3,3,8,1380,5520000
3,3,8,1445,5780000
3,3,1,1445,5780000
2,2,7,1020,3570000
3,3,4,1190,5260000
3,3,4,1400,4900000
3,3,8,1265,5060000
3,3,9,1500,6000000
,,1,1000,5000000
3,3,9,1316,5658800
3,3,6,1380,5244000
3,3,6,1470,5586000
3,3,6,1470,5586000
3,3,7,1265,5186500
2,2,7,1020,4080000
3,2,8,1100,4400000
3,3,6,1358,5160000
3,3,7,1470,5590000
3,3,9,1220,4636000
3,3,1,1330,5320000
2,2,6,1080,3800000
3,3,7,1450,5510000
3,3,9,1028,5100000
2,2,6,915,4700000
3,3,2,1239,6700000
3,2,8,1260,6800000
3,2,7,1050,5500000
3,2,7,1100,6000000
,,,,4205000
,,,,6400000
,,,,50000000
3,3,11,1500,6000000
3,3,12,1550,6510000
3,3,6,1500,6000000
,,,,5642000
3,3,8,1500,6000000
3,3,8,1547,6965000
3,3,3,1415,5660000
3,3,9,1390,5560000
3,3,6,1500,6000000
3,3,7,1390,5282000
3,3,2,1415,5665000
3,3,8,1470,5880000
3,3,8,1350,7300000
3,3,8,1327,6900000
3,2,7,1151,6000000
3,2,8,1180,6400000
3,3,6,1390,5282000
3,3,8,1400,4900000
3,3,9,1233,5301900
2,2,4,1050,4200000
3,3,7,1300,5200000
3,3,9,1300,4940000
3,3,7,1445,5780000
3,3,5,1415,5650000
3,3,9,1470,5880000
2,2,8,985,3940000
3,3,6,1450,5510000
3,3,6,1375,5250000
3,3,9,1450,5800000
3,2,6,1080,4100000
2,2,7,1000,3800000
2,2,7,897,3139500
3,3,7,1358,4753000
3,3,7,1375,5225000
3,3,8,1415,5660000
3,3,12,1550,6505000
2,2,7,915,4700000
,,,,3047000
,,,,4123500
3,3,9,1547,6188000
3,3,4,1445,5775000
3,3,7,1175,5000000
3,3,11,1239,6700000
2,2,3,750,3000000
3,3,13,1547,6961000
3,3,13,1500,6000000
3,3,11,1550,6500000
3,3,11,1550,6510000
3,3,9,1500,6000000
3,3,3,1350,5130000
3,3,9,1380,5520000
3,3,8,1390,5560000
3,3,7,1200,4750000
3,3,11,1470,5586000
3,3,2,1400,5320000
3,3,4,1350,4725000
2,2,6,900,3150000
3,3,5,1350,5130000
3,3,10,1547,5878000
2,2,5,1080,3780000
3,3,11,1550,6500000
3,3,11,1550,6510000
3,3,9,1500,6000000
3,3,3,1350,5130000
3,2,8,1025,5500000
3,3,9,1200,5500000
3,3,9,1380,5520000
3,3,8,1390,5560000
3,3,1,1415,5660000
3,3,3,1445,5785000
3,3,11,1450,5900000
2,2,8,985,3940000
3,3,7,1013,5000000
2,2,8,1050,4200000
2,2,8,1020,4080000
2,2,7,1050,4200000
2,2,1,1050,4410000
2,2,7,1020,4080000
3,2,8,1050,6000000
3,2,6,1380,6500000
2,2,7,981,5500000
3,3,6,1050,8000000
,,4,130,5000000
3,3,8,1050,3990000
,,,195840,157500000
,,,,25000000
,,,,27570000
3,3,8,1350,4500000
3,3,9,1174,4696000
3,3,7,1240,4960000
3,3,8,1240,4960000
2,2,9,1000,4300000
3,3,2,1440,5900000
3,3,1,1380,5000000
3,3,9,1380,5000000
3,3,5,1185,4740000
,,4,130,5000000
,,4,130,5000000
2,1,1,800,1760000
2,1,3,800,1760000
3,3,6,1050,3990000
,,,43200,15000000
15,10,,6300,17500000
3,3,3,1259,4900000
,,,7200,9000000
3,3,2,1000,4000000
3,3,3,1000,4000000
,,,174240,120000000
2,2,4,1000,4300000
3,3,7,1259,4900000
3,2,5,1080,4320000
3,2,7,1032,3600000
,,,7200,9000000
3,3,2,1000,4000000
3,3,3,1000,4000000
,,,174240,120000000
2,2,4,1000,4300000
3,2,5,1080,4320000
3,3,6,1240,4960000
3,3,6,1240,4960000
3,3,7,1240,4960000
3,3,8,1240,4960000
3,3,9,1240,4960000
3,3,4,1240,4960000
3,3,9,1300,5200000
3,3,9,1300,5200000
,,,3600,6000000
3,3,8,1300,5200000
3,3,2,1300,5200000
3,3,6,1350,4500000
3,3,9,1350,4500000
3,3,6,1240,4960000
,,,,60000000
,,,1440,3000000
3,3,6,1300,5200000
3,3,8,1240,4960000
,,,5868,5400000
3,2,9,920,3220000
3,3,8,1240,4960000
2,1,,700,2240000
2,1,1,800,2560000
2,1,3,800,2560000
3,2,6,950,2950000
,,4,120,5000000
,,4,130,5000000
3,3,8,1000,3800000
3,3,6,1000,3800000
,,4,130,5000000
,,4,130,5000000
,,4,130,5000000
3,2,6,920,3220000
3,2,7,920,3220000
3,2,8,920,3220000
2,2,5,1000,4300000
2,2,7,1000,4300000
2,2,4,950,3800000
3,2,4,1080,4320000
3,2,4,1080,4320000
3,2,6,1080,4320000
3,2,6,1080,4320000
2,2,7,950,3800000
3,2,7,1080,4320000
,,,24436,22100000
3,3,1,1000,4000000
3,3,9,1300,5200000
3,3,8,1350,4500000
3,3,5,1300,5200000
3,3,5,1300,5200000
3,3,7,1300,5200000
3,3,5,1350,4500000
3,3,7,1350,4500000
3,3,4,1240,4960000
3,2,3,1150,4500000
2,1,,700,2240000
2,1,1,800,2560000
2,1,3,800,2560000
,,,,10000000
,,,118080,272000000
3,3,5,1240,4960000
,,,4320,10500000
3,3,8,1240,4960000
3,2,7,920,3220000
,,,2160,1500000
3,2,7,920,3220000
,,,2160,5500000
3,3,9,1259,4900000
,,,108000,112500000
3,2,2,1200,3300000
3,3,7,1300,5200000
3,3,8,1300,5200000
3,3,8,1300,5200000
3,3,6,1300,5200000
3,3,7,1300,5200000
3,3,8,1300,5200000
3,3,3,1300,5200000
3,3,5,1350,4500000
3,3,6,1350,4500000
3,3,7,1350,4500000
3,3,7,1240,4960000
3,3,9,1240,4960000
2,2,9,1000,4300000
2,2,6,950,3800000
3,3,9,1185,4740000
